age,monthly_hours,genre_diversity,avg_danceability,avg_energy,avg_key,avg_loudness,avg_mode,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,avg_time_signature,listening_depth,age_group_adult,age_group_middle_aged,age_group_senior,age_group_teen,age_group_young_adult,age_group_genre_adult_electronic,age_group_genre_adult_folk,age_group_genre_adult_hip_hop,age_group_genre_adult_jazz,age_group_genre_adult_other,age_group_genre_adult_pop,age_group_genre_adult_rock,age_group_genre_middle_aged_classical,age_group_genre_middle_aged_electronic,age_group_genre_middle_aged_folk,age_group_genre_middle_aged_hip_hop,age_group_genre_middle_aged_jazz,age_group_genre_middle_aged_other,age_group_genre_middle_aged_pop,age_group_genre_middle_aged_rock,age_group_genre_senior_electronic,age_group_genre_senior_folk,age_group_genre_senior_hip_hop,age_group_genre_senior_jazz,age_group_genre_senior_other,age_group_genre_senior_pop,age_group_genre_senior_rock,age_group_genre_teen_electronic,age_group_genre_teen_folk,age_group_genre_teen_hip_hop,age_group_genre_teen_other,age_group_genre_teen_pop,age_group_genre_teen_rock,age_group_genre_young_adult_electronic,age_group_genre_young_adult_folk,age_group_genre_young_adult_hip_hop,age_group_genre_young_adult_jazz,age_group_genre_young_adult_other,age_group_genre_young_adult_pop,age_group_genre_young_adult_rock,user_id
-0.7819369312480066,0.3070072888299016,-0.0007978330919485,0.4415107591852537,0.9197009840149356,0.0231777722790874,1.2318680727089446,0.9524709458218314,1.0148425564204258,-0.7801324033432604,-0.9029537405207348,0.0416552501123294,-0.0943396146394229,0.7380044969200673,0.5540111241283486,-0.037723356679637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346
-0.2415987218687154,0.4702485152573497,-0.0007978330919485,0.2942279624857818,-0.0380098569558911,0.4094055937834943,0.3234547750792513,-0.0063533374291067,0.2364579897106861,0.2301542863909645,-0.6037847694287034,-0.2180004257426559,-0.2244824173840944,-0.4071302829624521,0.2481532781767562,0.0578550281045262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625
-0.2415987218687154,0.6867069963586353,0.7970352588566759,1.8246033498233227,0.1947902379066183,2.4222135451264326,1.0785354085667775,0.7786198047239588,-0.1740978383746252,-1.2129151930892483,-0.9122133979386255,-1.174623880939202,-0.1908369372886947,-2.043338137276523,0.5540111241283486,-0.2879413662104998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455
1.041704525407101,-0.8199988160083771,1.5948683508053003,0.8179765810626921,-0.758553186462207,0.7374891504804161,-0.0204881619281605,-0.8889786408069554,1.5301117824465196,1.0720604598498853,-0.879334682288955,-0.2206012712531013,0.5502724187520149,-1.5372895619558242,-0.6372246969462658,-1.1910853093977734,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674
-0.174056445696304,-0.4458876696931055,-0.0007978330919485,3.0706669445051977,-0.3660721854994039,2.745544489553446,-0.2729578919315819,-2.74186580250797,0.5134412002972182,-0.8481117355674194,-0.9106820244794002,1.1281910309700305,1.5557156146025597,-2.1470420226135984,0.5540111241283486,-0.4785463376301698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786
-0.511767826558361,0.3585324903568189,0.7970352588566759,0.343402183198968,0.1278707115931375,-1.6055662197357894,0.9458543287922974,1.092948876798238,-0.2531073480254625,-0.3001922841418332,-0.9121729642112844,-0.7317843468376488,0.6005445785445429,0.7788783205595695,-1.3860014987645952,-0.4416593449218884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619
-0.1065141695238926,-0.3719575830752478,-0.798630925040573,0.8681139933106313,0.514271806921619,0.5211473440972344,0.5550820981955317,0.090006300531602,0.8026119159261521,-0.9463474945868112,-0.6284761134945736,-1.2934298128598516,2.1076365084929125,0.1238112239696666,0.0300879620816478,0.1456787400881252,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195
-0.5793101027307723,0.504128868440667,-0.798630925040573,-1.742565764683853,1.868235496333224,-0.2003596707815635,1.5380838005565822,-2.2529094681702024,-0.5512795902538068,-1.3169743611558815,3.106389573374841,-0.0880434350286037,-0.9443236702036778,-1.179144553774317,0.5540111241283486,0.8296148576137299,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273
-0.511767826558361,0.2776033027035974,-0.0007978330919485,-0.2376778991268753,0.0004082121907172,-0.2722109917653446,-0.1201970237215904,0.9253067050252892,0.3146148869235995,0.6778596650315747,0.0886751657679712,2.3168204006030746,0.5727209625617051,0.016892418069297,-1.80364310508183,-0.0549395070460222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207
-0.5793101027307723,-0.1340165330060597,0.7970352588566759,-0.2989991845995861,0.3330511372895555,-0.7600436447604875,0.6830526665401838,0.5778903622063487,-0.2928239589795996,-0.0557400872508783,-0.3620042730942289,-0.1850572923149764,-0.5158417551562361,0.0335291927711895,0.5540111241283486,-0.672370868525709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810
-0.511767826558361,0.4530053080020426,-0.0007978330919485,-1.2055965225875205,-0.06438579638125,-1.3930915991123236,0.3855396286647896,1.658741206531941,-0.9166964715191628,-0.3589848030860612,0.068421337769337,2.2842647160589844,0.2977132074904563,-1.606766896949805,0.5540111241283486,0.0477590619443277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
