age,monthly_hours,genre_diversity,avg_danceability,avg_energy,avg_key,avg_loudness,avg_mode,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,avg_time_signature,listening_depth,age_group_adult,age_group_middle_aged,age_group_senior,age_group_teen,age_group_young_adult,age_group_genre_adult_classical,age_group_genre_adult_country,age_group_genre_adult_electronic,age_group_genre_adult_folk,age_group_genre_adult_hip_hop,age_group_genre_adult_jazz,age_group_genre_adult_latin,age_group_genre_adult_other,age_group_genre_adult_pop,age_group_genre_adult_rb_soul,age_group_genre_adult_rock,age_group_genre_adult_unknown,age_group_genre_middle_aged_classical,age_group_genre_middle_aged_country,age_group_genre_middle_aged_electronic,age_group_genre_middle_aged_folk,age_group_genre_middle_aged_hip_hop,age_group_genre_middle_aged_jazz,age_group_genre_middle_aged_latin,age_group_genre_middle_aged_other,age_group_genre_middle_aged_pop,age_group_genre_middle_aged_rb_soul,age_group_genre_middle_aged_rock,age_group_genre_middle_aged_unknown,age_group_genre_senior_classical,age_group_genre_senior_country,age_group_genre_senior_electronic,age_group_genre_senior_folk,age_group_genre_senior_hip_hop,age_group_genre_senior_jazz,age_group_genre_senior_latin,age_group_genre_senior_other,age_group_genre_senior_pop,age_group_genre_senior_rb_soul,age_group_genre_senior_rock,age_group_genre_senior_unknown,age_group_genre_teen_classical,age_group_genre_teen_country,age_group_genre_teen_electronic,age_group_genre_teen_folk,age_group_genre_teen_hip_hop,age_group_genre_teen_jazz,age_group_genre_teen_latin,age_group_genre_teen_other,age_group_genre_teen_pop,age_group_genre_teen_rb_soul,age_group_genre_teen_rock,age_group_genre_teen_unknown,age_group_genre_young_adult_classical,age_group_genre_young_adult_country,age_group_genre_young_adult_electronic,age_group_genre_young_adult_folk,age_group_genre_young_adult_hip_hop,age_group_genre_young_adult_jazz,age_group_genre_young_adult_latin,age_group_genre_young_adult_other,age_group_genre_young_adult_pop,age_group_genre_young_adult_rb_soul,age_group_genre_young_adult_rock,age_group_genre_young_adult_unknown,user_id
-1.2454711300895351,0.4620318838890812,0.8204881882556926,0.2546569298497796,0.5168112835841898,-0.6383120827009843,1.469965708970989,1.2070555953370123,1.2325770056720695,-0.2053462149077656,-1.0647061049011235,0.7182502431952362,-0.531829377832105,0.8607372398105403,-0.0788769182858443,-0.4071089903805048,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3954
-0.9790046199425986,1.168996392839127,0.8204881882556926,-1.0215739612910946,-0.7664590928735994,-1.45231932834772,0.6916277795311643,0.8337177754099409,-0.8146441613240196,0.4392904741353454,-0.5611668090138333,1.136262089226563,-0.0687240312489356,-2.5140898443415702,-3.640159019172165,-0.0825986653632527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4084
-0.5126882271854597,0.1481209380570507,0.8204881882556926,2.1212402787092866,1.4200934536387295,-1.0990475950321412,0.4618677285974381,-0.1483230117895296,2.601772903250043,-1.2865261180446437,-0.877374601136443,1.080125219571054,0.6610024679913296,-0.978832657271952,0.7513591749514433,-0.5512001601193003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3280
-0.5793048547221938,0.6962598990077953,0.0262880253908271,-1.554382059639697,0.0293193210721622,-0.5347186466844348,-0.3515238024944288,0.3099626889035566,0.6646830416624868,0.4280984437155014,1.0788321121538516,1.6625981165582175,-0.8005606338629897,0.7167107174959957,-1.3795801310242644,0.1646501872320046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2879
-0.7125381097956621,-0.1432709495714218,0.0262880253908271,-2.0260665288121844,1.4605191302342264,0.3417173230341011,1.509198614292524,-0.4955091486782313,3.56796531959138,-0.5387836565075845,-0.5884358741799786,1.0288136906478855,-1.836382245343912,0.8795324454573645,-1.5317900814510998,-0.3170508477659588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
0.0868614206451475,-0.4519571690389931,1.614688351120558,-0.3911025216472927,-1.7982043409266637,-1.1126349693904325,-0.9709025808961956,1.7264821274094595,-0.5879466823108427,2.1370965951843948,0.1415740342198299,-0.9274862973537916,0.4768537465608432,0.2515702659641405,0.7513591749514433,-1.0483012819995177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3658
0.3533279307920841,0.0936629534390585,-1.5621123003389037,-0.3767763028894574,0.674827801103629,-0.7784862073939304,0.2955208902212751,0.9858183687135628,-0.2148565546014592,-0.4779988364343876,-0.7506372297120126,-0.0810673676873292,0.5926140176468573,1.338220303359195,-3.307572836430853,1.7943612171106995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2703
-1.3120877576262693,1.7285251565293327,0.8204881882556926,-0.3128542654949137,-0.8576978855170976,-0.1210130067890839,-0.3388043994415067,0.4530295800290138,-1.1144174056461222,1.3149856589520326,-0.1886388772850397,-0.4236443503950929,-0.470713653932268,-0.3545890130871734,-0.9717723393146268,0.1742358131189479,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114
-0.179605089501789,-0.7171321575335923,-0.7679121374740382,-0.292678443358944,-1.39858664148972,-0.8892284925043534,-0.6924213456688341,-0.2331131939643585,-0.9853155381722236,-0.1011596773105659,-0.7188397380099403,-1.1158449993385442,-0.7948260303121756,-0.4453334114259047,0.5677893854919416,-0.1429000906798861,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2288
0.2867113032553499,0.0132018736117217,-1.5621123003389037,-2.588501375387277,2.1229539116957428,-1.4762143660123015,1.7714554026922964,0.9507006904995332,2.7475111742193867,-1.5500788248829187,0.1899496814509844,0.0492051676329208,-2.059642581699723,0.5839502391440341,1.5386520219868036,1.7020282540147649,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364
