year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,song_age,duration_min,duration_category_long,duration_category_medium,duration_category_short,duration_category_very_long,mood_category_angry,mood_category_happy,mood_category_peaceful,mood_category_sad,track_id
-0.7964079502118976,1.3108238915452275,-0.8694548503003547,0.6393475075997311,0.4163866854557595,0.4088777335093993,0.8685539504902854,-0.7833340525367974,-0.5650990150188575,-0.2940702187106704,0.245941805332811,-0.2261774844820851,1.303773411030224,0.1758631145281635,1.3108238915452275,0.7964079502119106,1.310823891545228,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20
-0.475599108233283,-0.7299508296145977,1.23980696250883,-0.0281122010676603,0.7349686942206863,0.197401222729193,-1.151338957626657,0.3276401209878198,0.977810426340673,-0.2940702187106704,0.9141582663799854,1.0976906223938605,-0.9805644701003556,0.1758631145281635,-0.7299508296145977,0.475599108233296,-0.7299508296145973,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17
1.4492539436384049,-0.7089028052687344,1.277281157152648,-0.5421328962482943,-1.8136873758987284,1.1162620446781235,0.8685539504902854,1.3947156189628318,-0.0967921129520748,-0.2940702187106704,-0.7604082866057043,1.4205852826075054,-0.8202566730121899,0.1758631145281635,-0.7089028052687344,-1.449253943638391,-0.7089028052687343,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9
-1.7588344761477417,-2.037926922017239,-1.3459124679146124,-2.2990096006716567,0.7349686942206863,-1.4380786925186022,0.8685539504902854,-1.0501029270305506,-0.3330825576715597,2.152929299903882,-1.5654883601565166,-0.581361610717095,-0.735633704312621,0.1758631145281635,-2.037926922017239,1.7588344761477543,-2.037926922017239,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30
0.8076362596811754,-0.5862506221053312,0.6188060226969888,0.4782365434386366,0.7349686942206863,0.0214786231500258,-1.151338957626657,0.6788295253846591,-0.3233134436779893,-0.2936225968475093,0.2942466097458598,0.0913355980613323,-0.3366003971202378,0.1758631145281635,-0.5862506221053312,-0.8076362596811621,-0.5862506221053309,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,44
0.1660185757239461,0.2108654382386616,-2.245293139366244,-1.623877941329928,-1.8136873758987284,-1.6754125932632,0.8685539504902854,-0.773203588948427,-0.5437290781579223,3.6787174453248657,-1.8271393840605303,-2.805029504055066,-1.156883755947026,0.1758631145281635,0.2108654382386616,-0.166018575723933,0.2108654382386622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22
0.9680406806704828,1.0182085496412776,-2.2024654883447377,1.0306169919909598,-0.8579413496039479,0.5044577285563483,-1.151338957626657,-0.1721294160384519,-0.7561518677961657,-0.2916232191920559,-0.9858307071999316,-2.330374353541007,0.4665140159293582,0.1758631145281635,1.0182085496412776,-0.9680406806704694,1.0182085496412785,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
0.9680406806704828,-0.611166383891212,-0.3341092125315263,0.508924346135988,0.4163866854557595,1.3466698588251167,0.8685539504902854,3.660866943044047,-0.4344371153548531,-0.0710053235686732,-0.551087467482493,-0.3338090378866337,-1.3131726050536392,0.1758631145281635,-0.611166383891212,-0.9680406806704694,-0.611166383891212,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,49
0.9680406806704828,-0.981035073239408,0.7098147811176897,0.3017816779288665,-0.8579413496039479,0.284208174752509,-1.151338957626657,-1.066987033011168,-0.7225649212027211,-0.1448629309902709,-1.066338714555013,0.376559214583386,-0.0174637758011181,0.1758631145281635,-0.981035073239408,-0.9680406806704694,-0.9810350732394078,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,56
0.6472318386918681,-1.5865460282683737,0.0888138413058486,-1.7543011027936712,-0.539359340839021,-0.3432952709905043,0.8685539504902854,-1.0906247813840322,3.3679350913607995,-0.2927348134855729,-0.6396462755730825,-0.6082694990682321,-1.540902273480329,0.1758631145281635,-1.5865460282683737,-0.6472318386918549,-1.586546028268374,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7
0.3264229967132535,0.3364003170970592,-1.4262143135799363,0.2173902205111503,-0.2207773320740942,0.7962768438687723,0.8685539504902854,-0.972436039519711,-0.756184838555894,-0.2000696274468187,-1.3320151388267811,-1.5069929699962117,1.590018962068319,-5.686240703077328,0.3364003170970592,-0.3264229967132403,0.3364003170970593,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48
-3.202474265051507,0.2684179507824435,0.6295129354523653,-1.01779383805724,-1.8136873758987284,-2.953506440074577,0.8685539504902854,-0.3274631910601309,-0.2036417972567515,-0.2915187740906516,0.1010273920936651,0.7855591175206698,-0.6497246722589547,0.1758631145281635,0.2684179507824435,3.20247426505152,0.268417950782444,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37
0.0056141547346388,-0.970025783147972,-0.0985571319132415,-3.0278449147337505,0.4163866854557595,-1.861955192292028,-1.151338957626657,-1.1986830596599825,1.6677541021365851,3.6787174453248657,-1.782054899941685,-2.093584936051,-0.0138306468257946,0.1758631145281635,-0.970025783147972,-0.0056141547346257,-0.970025783147972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33
